site,year,precip,block,nitrogen,plot,species,cover
semiarid,2017,350.5,C,15,24,Oenothera albicaulis,1
semiarid,2017,350.5,C,15,24,Oenothera coronopifolia,1
semiarid,2017,350.5,C,15,24,Festuca (Vulpia) octoflora,1
semiarid,2017,350.5,C,15,24,Tragopogon dubius,1
semiarid,2017,350.5,C,15,24,Bouteloua gracilis,2
semiarid,2013,319.5,D,2.5,25,Ericameria nauseosa,15
semiarid,2013,319.5,D,2.5,25,Picradaniopsis oppositiforia,3
semiarid,2013,319.5,D,2.5,25,Salsola tragus,1
semiarid,2013,319.5,D,2.5,25,Sphaeralcea coccinea,2
semiarid,2013,319.5,D,2.5,25,Oenothera albicaulis,1
semiarid,2013,319.5,D,2.5,25,Festuca (Vulpia) octoflora,1
semiarid,2013,319.5,D,2.5,25,Bouteloua gracilis,28
semiarid,2013,319.5,D,2.5,25,Elymus elymoides,9
semiarid,2014,452.6,D,2.5,25,Oenothera albicaulis,6
semiarid,2014,452.6,D,2.5,25,Bouteloua gracilis,28
semiarid,2014,452.6,D,2.5,25,Cryptantha minima,2
semiarid,2014,452.6,D,2.5,25,Festuca (Vulpia) octoflora,18
semiarid,2014,452.6,D,2.5,25,Picradaniopsis oppositiforia,4
semiarid,2014,452.6,D,2.5,25,Sphaeralcea coccinea,2
semiarid,2014,452.6,D,2.5,25,Ericameria nauseosa,30
semiarid,2014,452.6,D,2.5,25,Elymus elymoides,23
semiarid,2015,387.4,D,2.5,25,Elymus elymoides,38
semiarid,2015,387.4,D,2.5,25,Festuca (Vulpia) octoflora,20
semiarid,2015,387.4,D,2.5,25,Bouteloua gracilis,27
semiarid,2015,387.4,D,2.5,25,Sphaeralcea coccinea,3
semiarid,2015,387.4,D,2.5,25,Picradaniopsis oppositiforia,7
semiarid,2015,387.4,D,2.5,25,Ericameria nauseosa,21
semiarid,2016,292.9,D,2.5,25,Ericameria nauseosa,20
semiarid,2016,292.9,D,2.5,25,Sphaeralcea coccinea,2
semiarid,2016,292.9,D,2.5,25,Bouteloua gracilis,5
semiarid,2016,292.9,D,2.5,25,Carex eleocharis,1
semiarid,2016,292.9,D,2.5,25,Festuca (Vulpia) octoflora,45
semiarid,2016,292.9,D,2.5,25,Elymus elymoides,28
semiarid,2016,292.9,D,2.5,25,Sisymbrium altissimum,1
semiarid,2016,292.9,D,2.5,25,Picradaniopsis oppositiforia,3
semiarid,2017,350.5,D,2.5,25,Bouteloua gracilis,3
semiarid,2017,350.5,D,2.5,25,Oenothera albicaulis,1
semiarid,2017,350.5,D,2.5,25,Elymus elymoides,32
semiarid,2017,350.5,D,2.5,25,Ericameria nauseosa,25
semiarid,2017,350.5,D,2.5,25,Sphaeralcea coccinea,5
semiarid,2017,350.5,D,2.5,25,Picradaniopsis oppositiforia,22
semiarid,2013,319.5,D,5,26,Eriognum effusum,1
semiarid,2013,319.5,D,5,26,Euphorbia sp.,1
semiarid,2013,319.5,D,5,26,Bouteloua gracilis,65
semiarid,2014,452.6,D,5,26,Bouteloua gracilis,68
semiarid,2014,452.6,D,5,26,Oenothera albicaulis,1
semiarid,2014,452.6,D,5,26,Festuca (Vulpia) octoflora,30
semiarid,2014,452.6,D,5,26,Ipompsis laxiflora,2
semiarid,2014,452.6,D,5,26,Plantago patagonica,1
semiarid,2014,452.6,D,5,26,Tragopogon dubius,2
semiarid,2014,452.6,D,5,26,Heterotheca villosa,1
semiarid,2014,452.6,D,5,26,Elymus elymoides,16
semiarid,2014,452.6,D,5,26,Carex eleocharis,2
semiarid,2015,387.4,D,5,26,Echinocerus,1
semiarid,2015,387.4,D,5,26,Carex eleocharis,1
semiarid,2015,387.4,D,5,26,Festuca (Vulpia) octoflora,20
semiarid,2015,387.4,D,5,26,Heterotheca villosa,2
semiarid,2015,387.4,D,5,26,Elymus elymoides,30
semiarid,2015,387.4,D,5,26,Tragopogon dubius,3
semiarid,2015,387.4,D,5,26,Bouteloua gracilis,32
semiarid,2016,292.9,D,5,26,Plantago patagonica,1
semiarid,2016,292.9,D,5,26,Elymus elymoides,14
semiarid,2016,292.9,D,5,26,Bouteloua gracilis,11
semiarid,2016,292.9,D,5,26,Festuca (Vulpia) octoflora,80
semiarid,2017,350.5,D,5,26,Echinocerus,1
semiarid,2017,350.5,D,5,26,Ipompsis laxiflora,1
semiarid,2017,350.5,D,5,26,Bouteloua gracilis,26
semiarid,2017,350.5,D,5,26,Carex eleocharis,1
semiarid,2017,350.5,D,5,26,Elymus elymoides,25
semiarid,2017,350.5,D,5,26,Euphorbia sp.,5
semiarid,2013,319.5,D,15,27,Sphaeralcea coccinea,1
semiarid,2013,319.5,D,15,27,Oenothera albicaulis,1
semiarid,2013,319.5,D,15,27,Bouteloua gracilis,50
semiarid,2013,319.5,D,15,27,Mirabilis linearis,1
semiarid,2013,319.5,D,15,27,Carex eleocharis,2
semiarid,2014,452.6,D,15,27,Ipompsis laxiflora,12
semiarid,2014,452.6,D,15,27,Elymus elymoides,2
semiarid,2014,452.6,D,15,27,Bouteloua dactyloides,1
semiarid,2014,452.6,D,15,27,Bouteloua gracilis,70
semiarid,2014,452.6,D,15,27,Festuca (Vulpia) octoflora,5
semiarid,2014,452.6,D,15,27,Sphaeralcea coccinea,1
semiarid,2014,452.6,D,15,27,Plantago patagonica,1
semiarid,2014,452.6,D,15,27,Oenothera albicaulis,40
semiarid,2014,452.6,D,15,27,Carex eleocharis,1
semiarid,2015,387.4,D,15,27,Plantago patagonica,1
semiarid,2015,387.4,D,15,27,Festuca (Vulpia) octoflora,20
semiarid,2015,387.4,D,15,27,Sphaeralcea coccinea,2
semiarid,2015,387.4,D,15,27,Bouteloua gracilis,10
semiarid,2015,387.4,D,15,27,Elymus elymoides,50
semiarid,2016,292.9,D,15,27,Festuca (Vulpia) octoflora,42
semiarid,2016,292.9,D,15,27,Elymus elymoides,18
semiarid,2016,292.9,D,15,27,Sphaeralcea coccinea,1
semiarid,2017,350.5,D,15,27,Sisymbrium altissimum,10
semiarid,2017,350.5,D,15,27,Plantago patagonica,1
semiarid,2017,350.5,D,15,27,Euphorbia sp.,2
semiarid,2017,350.5,D,15,27,Elymus elymoides,27
semiarid,2017,350.5,D,15,27,Sphaeralcea coccinea,5
semiarid,2017,350.5,D,15,27,Oenothera albicaulis,1
semiarid,2013,319.5,D,7.5,28,Carex eleocharis,1
semiarid,2013,319.5,D,7.5,28,Bouteloua gracilis,40
semiarid,2013,319.5,D,7.5,28,Euphorbia sp.,1
semiarid,2013,319.5,D,7.5,28,Chenopodium leptophyllum,1
semiarid,2013,319.5,D,7.5,28,Chenopodium incanum,1
semiarid,2014,452.6,D,7.5,28,Ipompsis laxiflora,7
semiarid,2014,452.6,D,7.5,28,Chenopodium incanum,1
semiarid,2014,452.6,D,7.5,28,Sphaeralcea coccinea,1
semiarid,2014,452.6,D,7.5,28,Festuca (Vulpia) octoflora,5
semiarid,2014,452.6,D,7.5,28,Euphorbia sp.,1
semiarid,2014,452.6,D,7.5,28,Oenothera albicaulis,18
semiarid,2014,452.6,D,7.5,28,Plantago patagonica,1
semiarid,2014,452.6,D,7.5,28,Bouteloua gracilis,65
semiarid,2014,452.6,D,7.5,28,Elymus elymoides,5
semiarid,2014,452.6,D,7.5,28,Heterotheca villosa,1
semiarid,2015,387.4,D,7.5,28,Bouteloua gracilis,29
semiarid,2015,387.4,D,7.5,28,Chenopodium leptophyllum,4
semiarid,2015,387.4,D,7.5,28,Sphaeralcea coccinea,2
semiarid,2015,387.4,D,7.5,28,Festuca (Vulpia) octoflora,10
semiarid,2015,387.4,D,7.5,28,Elymus elymoides,50
semiarid,2015,387.4,D,7.5,28,Heterotheca villosa,1
semiarid,2016,292.9,D,7.5,28,Bouteloua gracilis,2
semiarid,2016,292.9,D,7.5,28,Carex eleocharis,2
semiarid,2016,292.9,D,7.5,28,Tragopogon dubius,1
semiarid,2016,292.9,D,7.5,28,Festuca (Vulpia) octoflora,28
semiarid,2016,292.9,D,7.5,28,Sisymbrium altissimum,1
semiarid,2016,292.9,D,7.5,28,Elymus elymoides,40
semiarid,2017,350.5,D,7.5,28,Sphaeralcea coccinea,1
semiarid,2017,350.5,D,7.5,28,Chenopodium incanum,12
semiarid,2017,350.5,D,7.5,28,Oenothera albicaulis,2
semiarid,2017,350.5,D,7.5,28,Carex eleocharis,2
semiarid,2017,350.5,D,7.5,28,Euphorbia sp.,2
semiarid,2017,350.5,D,7.5,28,Tragopogon dubius,5
semiarid,2017,350.5,D,7.5,28,Bouteloua gracilis,4
semiarid,2017,350.5,D,7.5,28,Elymus elymoides,29
semiarid,2013,319.5,D,30,29,Opuntia polyacantha,12
semiarid,2013,319.5,D,30,29,Bouteloua gracilis,45
semiarid,2013,319.5,D,30,29,Festuca (Vulpia) octoflora,1
semiarid,2013,319.5,D,30,29,Sphaeralcea coccinea,2
semiarid,2014,452.6,D,30,29,Bouteloua gracilis,45
semiarid,2014,452.6,D,30,29,Oenothera albicaulis,14
semiarid,2014,452.6,D,30,29,Opuntia polyacantha,19
semiarid,2014,452.6,D,30,29,Plantago patagonica,1
semiarid,2014,452.6,D,30,29,Elymus elymoides,4
semiarid,2014,452.6,D,30,29,Festuca (Vulpia) octoflora,18
semiarid,2014,452.6,D,30,29,Ipompsis laxiflora,1
semiarid,2014,452.6,D,30,29,Thelesperma filifolium,33
semiarid,2014,452.6,D,30,29,Sporobolus cryptandrus,1
semiarid,2014,452.6,D,30,29,Unknown grass #1,1
semiarid,2015,387.4,D,30,29,Oenothera albicaulis,1
semiarid,2015,387.4,D,30,29,Elymus elymoides,27
semiarid,2015,387.4,D,30,29,Sphaeralcea coccinea,2
semiarid,2015,387.4,D,30,29,Sporobolus cryptandrus,3
semiarid,2015,387.4,D,30,29,Opuntia polyacantha,20
semiarid,2015,387.4,D,30,29,Festuca (Vulpia) octoflora,15
semiarid,2015,387.4,D,30,29,Thelesperma filifolium,12
semiarid,2015,387.4,D,30,29,Bouteloua gracilis,9
semiarid,2016,292.9,D,30,29,Sisymbrium altissimum,2
semiarid,2016,292.9,D,30,29,Sphaeralcea coccinea,1
semiarid,2016,292.9,D,30,29,Opuntia polyacantha,2
semiarid,2016,292.9,D,30,29,Festuca (Vulpia) octoflora,15
semiarid,2016,292.9,D,30,29,Elymus elymoides,35
semiarid,2016,292.9,D,30,29,Bouteloua gracilis,1
semiarid,2017,350.5,D,30,29,Oenothera albicaulis,5
semiarid,2017,350.5,D,30,29,Sphaeralcea coccinea,10
semiarid,2017,350.5,D,30,29,Bouteloua gracilis,1
semiarid,2017,350.5,D,30,29,Thelesperma filifolium,6
semiarid,2017,350.5,D,30,29,Elymus elymoides,15
semiarid,2013,319.5,D,0,30,Chenopodium incanum,1
semiarid,2013,319.5,D,0,30,Bouteloua gracilis,55
semiarid,2013,319.5,D,0,30,Sphaeralcea coccinea,1
semiarid,2013,319.5,D,0,30,Festuca (Vulpia) octoflora,1
semiarid,2013,319.5,D,0,30,Bouteloua dactyloides,2
semiarid,2014,452.6,D,0,30,Festuca (Vulpia) octoflora,50
semiarid,2014,452.6,D,0,30,Sphaeralcea coccinea,2
semiarid,2014,452.6,D,0,30,Oenothera albicaulis,1
semiarid,2014,452.6,D,0,30,Carex eleocharis,1
semiarid,2014,452.6,D,0,30,Elymus elymoides,8
semiarid,2014,452.6,D,0,30,Bouteloua gracilis,45
semiarid,2014,452.6,D,0,30,Ipompsis laxiflora,2
semiarid,2014,452.6,D,0,30,Euphorbia sp.,1
semiarid,2014,452.6,D,0,30,Tragopogon dubius,2
semiarid,2015,387.4,D,0,30,Bouteloua gracilis,27
semiarid,2015,387.4,D,0,30,Carex eleocharis,2
semiarid,2015,387.4,D,0,30,Festuca (Vulpia) octoflora,35
semiarid,2015,387.4,D,0,30,Sphaeralcea coccinea,2
semiarid,2015,387.4,D,0,30,Bouteloua dactyloides,2
semiarid,2015,387.4,D,0,30,Euphorbia sp.,2
semiarid,2015,387.4,D,0,30,Sporobolus cryptandrus,1
semiarid,2015,387.4,D,0,30,Elymus elymoides,8
semiarid,2015,387.4,D,0,30,Thelesperma filifolium,2
semiarid,2016,292.9,D,0,30,Elymus elymoides,14
semiarid,2016,292.9,D,0,30,Sphaeralcea coccinea,2
semiarid,2016,292.9,D,0,30,Carex eleocharis,1
semiarid,2016,292.9,D,0,30,Festuca (Vulpia) octoflora,55
semiarid,2016,292.9,D,0,30,Bouteloua gracilis,8
semiarid,2016,292.9,D,0,30,Sisymbrium altissimum,1
semiarid,2016,292.9,D,0,30,Tragopogon dubius,2
semiarid,2017,350.5,D,0,30,Elymus elymoides,14
semiarid,2017,350.5,D,0,30,Carex eleocharis,1
semiarid,2017,350.5,D,0,30,Bouteloua gracilis,20
semiarid,2017,350.5,D,0,30,Tragopogon dubius,1
semiarid,2017,350.5,D,0,30,Scutellaria brittonii,2
semiarid,2017,350.5,D,0,30,Artemesia frigida,1
semiarid,2017,350.5,D,0,30,Sphaeralcea coccinea,5
semiarid,2013,319.5,D,10,31,Bouteloua gracilis,28
semiarid,2013,319.5,D,10,31,Chenopodium incanum,1
semiarid,2013,319.5,D,10,31,Carex eleocharis,6
semiarid,2013,319.5,D,10,31,Eriognum effusum,23
semiarid,2014,452.6,D,10,31,Festuca (Vulpia) octoflora,12
semiarid,2014,452.6,D,10,31,Heterotheca villosa,1
semiarid,2014,452.6,D,10,31,Carex eleocharis,5
semiarid,2014,452.6,D,10,31,Eriognum effusum,19
semiarid,2014,452.6,D,10,31,Oenothera albicaulis,17
semiarid,2014,452.6,D,10,31,Ipompsis laxiflora,4
semiarid,2014,452.6,D,10,31,Machaeranthera tanacetifolia,1
semiarid,2014,452.6,D,10,31,Bouteloua gracilis,35
semiarid,2014,452.6,D,10,31,Elymus elymoides,35
semiarid,2015,387.4,D,10,31,Eriognum effusum,15
semiarid,2015,387.4,D,10,31,Festuca (Vulpia) octoflora,18
semiarid,2015,387.4,D,10,31,Elymus elymoides,80
semiarid,2015,387.4,D,10,31,Bouteloua gracilis,6
semiarid,2015,387.4,D,10,31,Carex eleocharis,10
semiarid,2016,292.9,D,10,31,Eriognum effusum,8
semiarid,2016,292.9,D,10,31,Festuca (Vulpia) octoflora,12
semiarid,2016,292.9,D,10,31,Bouteloua gracilis,1
semiarid,2016,292.9,D,10,31,Elymus elymoides,40
semiarid,2016,292.9,D,10,31,Carex eleocharis,6
semiarid,2017,350.5,D,10,31,Erysimum asperum,8
semiarid,2017,350.5,D,10,31,Chenopodium incanum,21
semiarid,2017,350.5,D,10,31,Conyza canadensis,1
semiarid,2017,350.5,D,10,31,Elymus elymoides,15
semiarid,2017,350.5,D,10,31,Leucocrinum montanum,2
semiarid,2017,350.5,D,10,31,Carex eleocharis,7
semiarid,2017,350.5,D,10,31,Eriognum effusum,19
semiarid,2013,319.5,D,20,32,Sporobolus cryptandrus,1
semiarid,2013,319.5,D,20,32,Unknown #2,1
semiarid,2013,319.5,D,20,32,Sphaeralcea coccinea,1
semiarid,2013,319.5,D,20,32,Carex eleocharis,1
semiarid,2013,319.5,D,20,32,Bouteloua gracilis,50
semiarid,2014,452.6,D,20,32,Elymus elymoides,10
semiarid,2014,452.6,D,20,32,Plantago patagonica,1
semiarid,2014,452.6,D,20,32,Gutierrezia sarothrae,1
semiarid,2014,452.6,D,20,32,Sphaeralcea coccinea,3
semiarid,2014,452.6,D,20,32,Mirabilis linearis,1
semiarid,2014,452.6,D,20,32,Alliium textile,2
semiarid,2014,452.6,D,20,32,Festuca (Vulpia) octoflora,4
semiarid,2014,452.6,D,20,32,Bouteloua gracilis,55
semiarid,2014,452.6,D,20,32,Oenothera albicaulis,13
semiarid,2014,452.6,D,20,32,Machaeranthera tanacetifolia,2
semiarid,2015,387.4,D,20,32,Festuca (Vulpia) octoflora,2
semiarid,2015,387.4,D,20,32,Oenothera albicaulis,1
semiarid,2015,387.4,D,20,32,Penstemon albidus?,1
semiarid,2015,387.4,D,20,32,Gutierrezia sarothrae,2
semiarid,2015,387.4,D,20,32,Sphaeralcea coccinea,7
semiarid,2015,387.4,D,20,32,Elymus elymoides,60
semiarid,2015,387.4,D,20,32,Bouteloua gracilis,8
semiarid,2015,387.4,D,20,32,Alliium textile,2
semiarid,2016,292.9,D,20,32,Gutierrezia sarothrae,1
semiarid,2016,292.9,D,20,32,Elymus elymoides,38
semiarid,2016,292.9,D,20,32,Festuca (Vulpia) octoflora,25
semiarid,2016,292.9,D,20,32,Sphaeralcea coccinea,4
semiarid,2017,350.5,D,20,32,Elymus elymoides,20
semiarid,2017,350.5,D,20,32,Oenothera albicaulis,1
semiarid,2017,350.5,D,20,32,Bouteloua gracilis,3
semiarid,2017,350.5,D,20,32,Chenopodium album,8
semiarid,2017,350.5,D,20,32,Sphaeralcea coccinea,10
semiarid,2017,350.5,D,20,32,Tragopogon dubius,1
semiarid,2013,319.5,E,0,33,Bouteloua gracilis,20
semiarid,2013,319.5,E,0,33,Sphaeralcea coccinea,1
semiarid,2013,319.5,E,0,33,Agropyron smithii,1
semiarid,2013,319.5,E,0,33,Carex eleocharis,2
semiarid,2013,319.5,E,0,33,Chenopodium leptophyllum,1
semiarid,2013,319.5,E,0,33,Machaeranthera tanacetifolia,2
semiarid,2013,319.5,E,0,33,Koelaria macrantha,1
semiarid,2013,319.5,E,0,33,Euphorbia sp.,6
semiarid,2014,452.6,E,0,33,Unknown grass #1,1
semiarid,2014,452.6,E,0,33,Cryptantha minima,7
semiarid,2014,452.6,E,0,33,Oenothera albicaulis,24
semiarid,2014,452.6,E,0,33,Carex eleocharis,1
semiarid,2014,452.6,E,0,33,Sphaeralcea coccinea,2
semiarid,2014,452.6,E,0,33,Bouteloua gracilis,24
semiarid,2014,452.6,E,0,33,Elymus elymoides,15
semiarid,2014,452.6,E,0,33,Machaeranthera tanacetifolia,33
semiarid,2014,452.6,E,0,33,Festuca (Vulpia) octoflora,1
semiarid,2015,387.4,E,0,33,Cryptantha minima,2
semiarid,2015,387.4,E,0,33,Machaeranthera tanacetifolia,1
semiarid,2015,387.4,E,0,33,Festuca (Vulpia) octoflora,2
semiarid,2015,387.4,E,0,33,Sphaeralcea coccinea,4
semiarid,2015,387.4,E,0,33,Elymus elymoides,30
semiarid,2015,387.4,E,0,33,Plantago patagonica,1
semiarid,2015,387.4,E,0,33,Oenothera albicaulis,2
semiarid,2015,387.4,E,0,33,Sporobolus cryptandrus,1
semiarid,2015,387.4,E,0,33,Carex eleocharis,2
semiarid,2015,387.4,E,0,33,Euphorbia sp.,3
semiarid,2015,387.4,E,0,33,Bouteloua gracilis,17
semiarid,2016,292.9,E,0,33,Festuca (Vulpia) octoflora,16
semiarid,2016,292.9,E,0,33,Carex eleocharis,3
semiarid,2016,292.9,E,0,33,Lepideum densiflorum,2
semiarid,2016,292.9,E,0,33,Plantago patagonica,6
semiarid,2016,292.9,E,0,33,Oenothera albicaulis,1
semiarid,2016,292.9,E,0,33,Opuntia polyacantha,1
semiarid,2016,292.9,E,0,33,Elymus elymoides,34
semiarid,2016,292.9,E,0,33,Agropyron smithii,2
semiarid,2016,292.9,E,0,33,Bouteloua gracilis,7
semiarid,2016,292.9,E,0,33,Sphaeralcea coccinea,3
semiarid,2016,292.9,E,0,33,Machaeranthera tanacetifolia,1
semiarid,2017,350.5,E,0,33,Oenothera albicaulis,1
semiarid,2017,350.5,E,0,33,Conyza canadensis,1
semiarid,2017,350.5,E,0,33,Elymus elymoides,12
semiarid,2017,350.5,E,0,33,Festuca (Vulpia) octoflora,1
semiarid,2017,350.5,E,0,33,Plantago patagonica,4
semiarid,2017,350.5,E,0,33,Agropyron smithii,4
semiarid,2017,350.5,E,0,33,Euphorbia sp.,3
semiarid,2017,350.5,E,0,33,Bouteloua gracilis,21
semiarid,2017,350.5,E,0,33,Draba reptans,2
semiarid,2017,350.5,E,0,33,Machaeranthera tanacetifolia,1
semiarid,2017,350.5,E,0,33,Sphaeralcea coccinea,17
semiarid,2017,350.5,E,0,33,Unknown #2,1
semiarid,2017,350.5,E,0,33,Carex eleocharis,2
semiarid,2017,350.5,E,0,33,Koelaria macrantha,1
semiarid,2017,350.5,E,0,33,Chenopodium leptophyllum,6
semiarid,2017,350.5,E,0,33,Machaeranthera p.,1
semiarid,2017,350.5,E,0,33,Cryptantha minima,1
semiarid,2017,350.5,E,0,33,Lepideum densiflorum,1
semiarid,2013,319.5,E,20,34,Sporobolus cryptandrus,1
semiarid,2013,319.5,E,20,34,Carex eleocharis,15
semiarid,2013,319.5,E,20,34,Lygodesmia juncea,14
semiarid,2013,319.5,E,20,34,Chenopodium leptophyllum,1
semiarid,2013,319.5,E,20,34,Sphaeralcea coccinea,1
semiarid,2013,319.5,E,20,34,Bouteloua gracilis,30
semiarid,2014,452.6,E,20,34,Elymus elymoides,17
semiarid,2014,452.6,E,20,34,Chenopodium incanum,1
semiarid,2014,452.6,E,20,34,Oenothera albicaulis,9
semiarid,2014,452.6,E,20,34,Plantago patagonica,1
semiarid,2014,452.6,E,20,34,Euphorbia sp.,1
semiarid,2014,452.6,E,20,34,Agropyron smithii,3
semiarid,2014,452.6,E,20,34,Carex eleocharis,10
semiarid,2014,452.6,E,20,34,Bouteloua gracilis,40
semiarid,2014,452.6,E,20,34,Festuca (Vulpia) octoflora,12
semiarid,2014,452.6,E,20,34,Sphaeralcea coccinea,1
semiarid,2014,452.6,E,20,34,Lygodesmia juncea,4
semiarid,2015,387.4,E,20,34,Carex eleocharis,18
semiarid,2015,387.4,E,20,34,Festuca (Vulpia) octoflora,5
semiarid,2015,387.4,E,20,34,Chenopodium leptophyllum,1
semiarid,2015,387.4,E,20,34,Lygodesmia juncea,2
semiarid,2015,387.4,E,20,34,Agropyron smithii,9
semiarid,2015,387.4,E,20,34,Elymus elymoides,90
semiarid,2015,387.4,E,20,34,Sphaeralcea coccinea,2
semiarid,2016,292.9,E,20,34,Festuca (Vulpia) octoflora,12
semiarid,2016,292.9,E,20,34,Sphaeralcea coccinea,1
semiarid,2016,292.9,E,20,34,Sporobolus cryptandrus,1
semiarid,2016,292.9,E,20,34,Elymus elymoides,40
semiarid,2016,292.9,E,20,34,Bouteloua gracilis,2
semiarid,2016,292.9,E,20,34,Carex eleocharis,6
semiarid,2016,292.9,E,20,34,Lygodesmia juncea,1
semiarid,2017,350.5,E,20,34,Elymus elymoides,5
semiarid,2017,350.5,E,20,34,Sisymbrium altissimum,16
semiarid,2017,350.5,E,20,34,Carex eleocharis,4
semiarid,2017,350.5,E,20,34,Sphaeralcea coccinea,4
semiarid,2017,350.5,E,20,34,Agropyron smithii,11
semiarid,2017,350.5,E,20,34,Tragopogon dubius,1
semiarid,2017,350.5,E,20,34,Lygodesmia juncea,5
semiarid,2017,350.5,E,20,34,Euphorbia sp.,1
semiarid,2017,350.5,E,20,34,Artemesia frigida,1
semiarid,2017,350.5,E,20,34,Chenopodium leptophyllum,8
semiarid,2013,319.5,E,30,35,Artemesia frigida,1
semiarid,2013,319.5,E,30,35,Elymus elymoides,2
semiarid,2013,319.5,E,30,35,Euphorbia sp.,1
semiarid,2013,319.5,E,30,35,Sporobolus cryptandrus,2
semiarid,2013,319.5,E,30,35,Circium undulatum,9
semiarid,2013,319.5,E,30,35,Bouteloua gracilis,55
semiarid,2014,452.6,E,30,35,Tragopogon dubius,2
semiarid,2014,452.6,E,30,35,Plantago patagonica,6
semiarid,2014,452.6,E,30,35,Festuca (Vulpia) octoflora,8
semiarid,2014,452.6,E,30,35,Carex eleocharis,1
semiarid,2014,452.6,E,30,35,Circium undulatum,25
semiarid,2014,452.6,E,30,35,Sporobolus cryptandrus,3
semiarid,2014,452.6,E,30,35,Elymus elymoides,60
semiarid,2014,452.6,E,30,35,Artemesia frigida,3
semiarid,2014,452.6,E,30,35,Euphorbia sp.,1
semiarid,2014,452.6,E,30,35,Bouteloua gracilis,30
semiarid,2014,452.6,E,30,35,Heterotheca villosa,1
semiarid,2015,387.4,E,30,35,Artemesia frigida,5
semiarid,2015,387.4,E,30,35,Elymus elymoides,45
semiarid,2015,387.4,E,30,35,Festuca (Vulpia) octoflora,28
semiarid,2015,387.4,E,30,35,Bouteloua gracilis,10
semiarid,2015,387.4,E,30,35,Sphaeralcea coccinea,1
semiarid,2015,387.4,E,30,35,Circium undulatum,7
semiarid,2015,387.4,E,30,35,Sporobolus cryptandrus,1
semiarid,2016,292.9,E,30,35,Carex eleocharis,2
semiarid,2016,292.9,E,30,35,Circium undulatum,2
semiarid,2016,292.9,E,30,35,Festuca (Vulpia) octoflora,2
semiarid,2016,292.9,E,30,35,Bouteloua gracilis,2
semiarid,2016,292.9,E,30,35,Elymus elymoides,52
semiarid,2016,292.9,E,30,35,Artemesia frigida,5
semiarid,2016,292.9,E,30,35,Tragopogon dubius,2
semiarid,2017,350.5,E,30,35,Tragopogon dubius,1
semiarid,2017,350.5,E,30,35,Chenopodium incanum,19
semiarid,2017,350.5,E,30,35,Chenopodium leptophyllum,1
semiarid,2017,350.5,E,30,35,Carex eleocharis,1
semiarid,2017,350.5,E,30,35,Bouteloua gracilis,1
semiarid,2017,350.5,E,30,35,Artemesia frigida,1
semiarid,2017,350.5,E,30,35,Circium undulatum,10
semiarid,2017,350.5,E,30,35,Elymus elymoides,11
semiarid,2013,319.5,E,5,36,Carex eleocharis,3
semiarid,2013,319.5,E,5,36,Sphaeralcea coccinea,1
semiarid,2013,319.5,E,5,36,Opuntia polyacantha,4
semiarid,2013,319.5,E,5,36,Euphorbia sp.,1
semiarid,2013,319.5,E,5,36,Bouteloua gracilis,35
semiarid,2014,452.6,E,5,36,Carex eleocharis,5
semiarid,2014,452.6,E,5,36,Euphorbia sp.,1
semiarid,2014,452.6,E,5,36,Sphaeralcea coccinea,2
semiarid,2014,452.6,E,5,36,Machaeranthera tanacetifolia,23
semiarid,2014,452.6,E,5,36,Bouteloua gracilis,70
semiarid,2014,452.6,E,5,36,Opuntia polyacantha,4
semiarid,2014,452.6,E,5,36,Oenothera albicaulis,1
semiarid,2014,452.6,E,5,36,Plantago patagonica,2
semiarid,2014,452.6,E,5,36,Elymus elymoides,6
semiarid,2014,452.6,E,5,36,Ipompsis laxiflora,9
semiarid,2014,452.6,E,5,36,Heterotheca villosa,1
semiarid,2014,452.6,E,5,36,Festuca (Vulpia) octoflora,3
semiarid,2015,387.4,E,5,36,Festuca (Vulpia) octoflora,1
semiarid,2015,387.4,E,5,36,Opuntia polyacantha,3
semiarid,2015,387.4,E,5,36,Plantago patagonica,8
semiarid,2015,387.4,E,5,36,Bouteloua gracilis,45
semiarid,2015,387.4,E,5,36,Carex eleocharis,5
semiarid,2015,387.4,E,5,36,Elymus elymoides,25
semiarid,2015,387.4,E,5,36,Sphaeralcea coccinea,3
semiarid,2015,387.4,E,5,36,Oenothera albicaulis,1
semiarid,2015,387.4,E,5,36,Heterotheca villosa,1
semiarid,2016,292.9,E,5,36,Bouteloua gracilis,2
semiarid,2016,292.9,E,5,36,Syal,1
semiarid,2016,292.9,E,5,36,Plantago patagonica,25
semiarid,2016,292.9,E,5,36,Elymus elymoides,13
semiarid,2016,292.9,E,5,36,Opuntia polyacantha,4
semiarid,2016,292.9,E,5,36,Carex eleocharis,2
semiarid,2016,292.9,E,5,36,Sphaeralcea coccinea,1
semiarid,2016,292.9,E,5,36,Festuca (Vulpia) octoflora,45
semiarid,2017,350.5,E,5,36,Chenopodium incanum,6
semiarid,2017,350.5,E,5,36,Conyza canadensis,2
semiarid,2017,350.5,E,5,36,Elymus elymoides,16
semiarid,2017,350.5,E,5,36,Sisymbrium altissimum,9
semiarid,2017,350.5,E,5,36,Heterotheca villosa,1
semiarid,2017,350.5,E,5,36,Euphorbia sp.,1
semiarid,2017,350.5,E,5,36,Sphaeralcea coccinea,6
semiarid,2017,350.5,E,5,36,Taraxicum officinale,1
